Sentence #,Word,POS,Tag
,،,PUNCT,OTH
,کوئٹہ,PROPN,GPE
,ءَ,ADP,OTH
,چہ,ADP,OTH
,13,NUM,CARDINAL
,،,PUNCT,OTH
,مستونگ,PROPN,GPE
,،,PUNCT,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,نو,NUM,CARDINAL
,گوادر,PROPN,GPE
,،,PUNCT,OTH
,تربت,PROPN,GPE
,ءُ,CCONJ,OTH
,پنجگور,PROPN,GPE
,ءَ,ADP,OTH
,چہ,ADP,OTH
,دو,NUM,CARDINAL
,،,PUNCT,OTH
,دو,NUM,CARDINAL
,رپورٹ,NOUN,OTH
,بوھگءِ,VERB,OTH
,پد,ADV,OTH
,نوں,ADV,OTH
,تاں,ADP,OTH
,ھوریں,ADJ,OTH
,کچ,NOUN,OTH
,31252بوتگ,NUM,CARDINAL
,.,PUNCT,OTH
Sentence: 210,یکشب,PROPN,OTH
,ءَ,ADP,OTH
,صوبہءَ,ADP,OTH
,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,راست بوتگیں,ADJ,OTH
,کیس,NOUN,OTH
,ءِ,ADP,OTH
,شرح,NOUN,OTH
,5 . 15درصد,NUM,PERCENT
,ریکارڈ,NOUN,OTH
,بوتگ,AUX,OTH
,رپورٹ,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,صوبہ,NOUN,OTH
,ءَ,ADP,OTH
,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,16مریض,NUM,CARDINAL
,ہسپتالاں,NOUN,OTH
,علاج,NOUN,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 211,آہاں,PRON,OTH
,چہ,ADP,OTH
,ہفت,NUM,CARDINAL
,مریضاں,NOUN,OTH
,ہائی,ADJ,OTH
,آکسیجن فلو,NOUN,OTH
,ءَ,ADP,OTH
,دارگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 212,وھدیکہ,CCONJ,OTH
,گوستگیں,ADJ,OTH
,24کلاکاں,NUM,CARDINAL
,کرونا وائرس,NOUN,OTH
,آماچ,ADV,OTH
,بوئوکیں,ADJ,DATE
,73مریض,NUM,CARDINAL
,جانسلامت,ADJ,OTH
,بوتگ,AUX,OTH
,انت,AUX,OTH
,ایشیءِ,PRON,OTH
,پد,ADV,OTH
,جانسلامتی,NOUN,OTH
,بوتگیں,ADJ,OTH
,آنی,ADP,OTH
,کچ,NOUN,OTH
,30401بوتگ,NUM,CARDINAL
,وھدیکہ,CCONJ,OTH
,صوبہ,NOUN,OTH
,ءَ,ADP,OTH
,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,فعال,X,OTH
,مریضانی,NOUN,OTH
,کچ,NOUN,OTH
,513انت,X,CARDINAL
,رپورٹ,NOUN,OTH
,بوگءِ,ADP,OTH
,پد,ADV,OTH
,بلوچستان,PROPN,GPE
,ءَ,ADP,OTH
,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,835ٹیسٹ,NUM,CARDINAL
,کنگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 213,آہاں,PRON,OTH
,چہ,ADP,OTH
,43مردم,NUM,CARDINAL
,ءَ,ADP,OTH
,کرونا وائرس,NOUN,OTH
,تچک,ADJ,OTH
,بوتگ,AUX,OTH
,وھدیکہ,CCONJ,OTH
,72ءِ,NUM,OTH
,آسر,ADV,OTH
,پشت,ADP,OTH
,کپتگ,VERB,OTH
,انت,AUX,OTH
,رپورٹ,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,صوبہ,NOUN,OTH
,ءَ,ADP,OTH
,نوں,ADV,OTH
,تاں,ADP,OTH
,کرونا وائرس,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,338,NUM,CARDINAL
,بیران,ADJ,OTH
,بوتگ,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 214,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,ھزانگ,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,شوکت ترین,PROPN,PER
,ءَ,ADP,OTH
,شکر,NOUN,OTH
,ءِ,ADP,OTH
,قیمتاں,NOUN,OTH
,گیشی,NOUN,OTH
,ءَ,ADP,OTH
,تکانسری,NOUN,OTH
,ءِ,ADP,OTH
,درشان کنان,NOUN,OTH
,ءَ,ADP,OTH
,صوبائی,ADJ,OTH
,واکدار,CCONJ,OTH
,ءَ,ADP,OTH
,مارکیٹاں,NOUN,OTH
,شکر,NOUN,OTH
,ءِ,ADP,OTH
,قیمتاں,NOUN,OTH
,کنٹرول,NOUN,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,جوانین,ADJ,OTH
,گامگیج,NOUN,OTH
,ءِ,ADP,OTH
,پنتءُ شون,NOUN,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 215,چارشمبیءَ,PROPN,DATE
,نیشنل پرائس مانیٹرنگ کمیٹی,PROPN,ORG
,ءِ,ADP,OTH
,دیوان,NOUN,OTH
,ءِ,ADP,OTH
,سروکی,ADV,OTH
,کنگ,VERB,OTH
,ءَ,ADP,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 216,ھزانگ,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,ءِ,ADP,OTH
,اقتصادی,ADJ,OTH
,مشیر,NOUN,OTH
,ءَ,ADP,OTH
,بہر,NOUN,OTH
,زوروکان,ADJ,OTH
,ءَ,ADP,OTH
,مہنگائی,NOUN,OTH
,ءِ,ADP,OTH
,ہفتہ وار,ADJ,OTH
,جاور حال,NOUN,OTH
,ءِ,ADP,OTH
,بابت,ADP,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,سرپد,ADJ,OTH
,کرتگءُ,VERB,OTH
,گشگ,VERB,OTH
,کہ,CCONJ,OTH
,گوستگیں,ADJ,OTH
,ہفتگ,NOUN,OTH
,ءِ,ADP,OTH
,وھدان,NOUN,OTH
,پیوستہ,ADJ,OTH
,ہفتگ,NOUN,OTH
,ءَ,ADP,OTH
,افراط زرانی,NOUN,OTH
,شرح,NOUN,OTH
,0 . 40درصدگیشی,X,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 217,شمبے,PROPN,DATE
,ءَ,ADP,OTH
,5سامان,NUM,CARDINAL
,ءِ,ADP,OTH
,قیمتاں,NOUN,OTH
,کمی,ADJ,OTH
,ریکارڈ,NOUN,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 218,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیر,NOUN,OTH
,وزیر شاہ محمود شاہ محمود,PROPN,PER
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,دنیا,NOUN,OTH
,ءَ,ADP,OTH
,ءَ,ADP,OTH
,بیانیہ,NOUN,OTH
,ءِ,ADP,OTH
,جنگ,VERB,OTH
,برجا,ADV,OTH
,ء,X,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 219,قومی,ADJ,OTH
,سلامتی,NOUN,OTH
,معشیت,NOUN,OTH
,ءِ,ADP,OTH
,گون,ADV,OTH
,ہمگرنچ,ADV,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 220,حکومت,NOUN,OTH
,اورسیز پاکستانیاں,ADJ,OTH
,آسراتی,NOUN,OTH
,ءِ,ADP,OTH
,پجارینگ,VERB,OTH
,ءِ,ADP,OTH
,کوشت,NOUN,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 221,مشنز,NOUN,OTH
,ءِ,ADP,OTH
,ذریعہ,NOUN,OTH
,پجارینگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 222,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,مزن وزیر,NOUN,OTH
,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ہندی,ADJ,OTH
,گیس,NOUN,OTH
,امبار,NOUN,OTH
,ذخائر,NOUN,OTH
,پٹگ,VERB,OTH
,ءِ,ADP,OTH
,لائسنس,NOUN,OTH
,ءِ,ADP,OTH
,اجرا,NOUN,OTH
,ءِ,ADP,OTH
,عمل,NOUN,OTH
,ءَ,ADP,OTH
,تیز,ADJ,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,،,PUNCT,OTH
,ہندی,ADJ,OTH
,گیس,NOUN,OTH
,ایندھن,NOUN,OTH
,ءِ,ADP,OTH
,درستاں,ADJ,OTH
,چہ,ADP,OTH
,ارزانیں,ADJ,OTH
,ذریعہءَ,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 223,گشینتگیں,ADJ,OTH
,لوٹ,NOUN,OTH
,ءُ,CCONJ,OTH
,رسد,NOUN,OTH
,،,PUNCT,OTH
,شارٹ فال,NOUN,OTH
,ءُ,CCONJ,OTH
,ایل این جی,NOUN,OTH
,ءِ,ADP,OTH
,درآمدی,NOUN,OTH
,بریفنگ,NOUN,OTH
,دئگی,ADV,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 224,ملک,NOUN,OTH
,ءَ,ADP,OTH
,گیس,NOUN,OTH
,ءِ,ADP,OTH
,استیں,ADP,OTH
,لوٹ,NOUN,OTH
,4700ایم ایم,NUM,CARDINAL
,سی افی ڈی,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 225,گشگ,VERB,OTH
,بوتگ,AUX,OTH
,کہ,CCONJ,OTH
,سردیانی,ADJ,OTH
,موسماں,NOUN,OTH
,گیش,ADV,OTH
,600تاں,NUM,CARDINAL
,6500ایم ایم,NUM,CARDINAL
,سی ایف ڈی,NOUN,OTH
,تاں,ADP,OTH
,سر,ADV,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 226,استیں,ADP,OTH
,ملکی,ADJ,OTH
,سپلائی,NOUN,OTH
,3300ایم ایم,NUM,CARDINAL
,سی ایف ڈی,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 227,آ,PRON,OTH
,ہر,DET,OTH
,سال,NOUN,OTH
,کم,ADJ,OTH
,بوھگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 228,گشگ,VERB,OTH
,بوتگک ہ,AUX,OTH
,گیس,NOUN,OTH
,ءِ,ADP,OTH
,کمی,ADJ,OTH
,ءَ,ADP,OTH
,ایل این جی,NOUN,OTH
,درکپگ,VERB,OTH
,ءَ,ADP,OTH
,سرجم,ADJ,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 229,استیں,ADP,OTH
,انفراسٹرکچر,NOUN,OTH
,ءِ,ADP,OTH
,گون,ADV,OTH
,سردیاں,NOUN,OTH
,کساس,NOUN,OTH
,1000ایم ایم,NUM,CARDINAL
,سی ایف ڈی,NOUN,OTH
,ءِ,ADP,OTH
,کمی,ADJ,OTH
,پیدا,ADV,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,،,PUNCT,OTH
,گشگ,VERB,OTH
,بوتگ,AUX,OTH
,کہ,CCONJ,OTH
,ورچوئل,ADJ,OTH
,پائپ,NOUN,OTH
,لائن,NOUN,OTH
,الائسنس,NOUN,OTH
,ءِ,ADP,OTH
,اجراء,NOUN,OTH
,ءِ,ADP,OTH
,عمل,NOUN,OTH
,ءَ,ADP,OTH
,تیز,ADJ,OTH
,کنگ,VERB,OTH
,بوھگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 230,درنوکیں,ADJ,OTH
,ایل این جی,NOUN,OTH
,ٹرمینلز,NOUN,OTH
,ءِ,ADP,OTH
,تنصیب,NOUN,OTH
,ءِ,ADP,OTH
,کار,NOUN,OTH
,برجا,ADV,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 231,مزن وزیر,NOUN,OTH
,ءَ,ADP,OTH
,پنتءُ شون,NOUN,OTH
,کرتگ,VERB,OTH
,کہ,CCONJ,OTH
,گیس,NOUN,OTH
,ءِ,ADP,OTH
,امبار,NOUN,OTH
,پٹگ,VERB,OTH
,ءِ,ADP,OTH
,لائسنس,NOUN,OTH
,ءِ,ADP,OTH
,اجراء,NOUN,OTH
,ءِ,ADP,OTH
,عمل,NOUN,OTH
,تیز,ADJ,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,مزن وزیر,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ہندی,ADJ,OTH
,گیس,NOUN,OTH
,ایندھن,NOUN,OTH
,ءِ,ADP,OTH
,درستاں,ADJ,OTH
,چہ,ADP,OTH
,ارزانین,ADJ,OTH
,ذریعہ,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 232,گیشنتگیں,ADJ,OTH
,ٹائم لائنز,NOUN,OTH
,ءَ,ADP,OTH
,دگہ,ADV,OTH
,دارگ,VERB,OTH
,بیت,AUX,OTH
,ابید,ADV,OTH
,ایشیءَ,PRON,OTH
,عملدرآمد,NOUN,OTH
,ءَ,ADP,OTH
,سدکی,ADV,OTH
,جوڑ کنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 233,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,چیئرمین,NOUN,OTH
,سینیٹ,NOUN,OTH
,صادق سنجرانی,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,باپاری,ADJ,OTH
,و,CCONJ,OTH
,اقتصادی,ADJ,OTH
,سرءُ پراں,NOUN,OTH
,تیزی,ADV,OTH
,آرگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,دری,ADJ,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,نشتگیں,ADJ,OTH
,پاکستانی,ADJ,OTH
,کمیونٹی,NOUN,OTH
,ءَ,ADP,OTH
,جوانیں,ADJ,OTH
,کرد,NOUN,OTH
,پیول کنگ,VERB,OTH
,بیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 234,پاکستان,PROPN,GPE
,ءِ,ADP,OTH
,راست بوتگیں,ADJ,OTH
,زانگ,NOUN,OTH
,ءَ,ADP,OTH
,دیم,NOUN,OTH
,ءَ,ADP,OTH
,آرگ,VERB,OTH
,ءُ,CCONJ,OTH
,زرکاری,NOUN,OTH
,ءِ,ADP,OTH
,ھاتر,ADP,OTH
,اراہ,PRON,OTH
,ہموار,ADJ,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,جوانیں,ADJ,OTH
,کوشت,NOUN,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 235,عالمی,ADJ,OTH
,علاقائی,ADJ,OTH
,جاور حال,NOUN,OTH
,بدل,ADV,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 236,پاکستان,PROPN,GPE
,زرکاری,NOUN,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,یک,NUM,CARDINAL
,گہریں,ADJ,OTH
,منزل,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 237,چیئرمین,NOUN,OTH
,سینیٹ,NOUN,OTH
,محمد صادق سنجرانی,PROPN,PER
,ءَ,ADP,OTH
,گوں,ADV,OTH
,دری,ADJ,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,پاکستانی,ADJ,OTH
,کمیونٹی,NOUN,OTH
,ءِ,ADP,OTH
,گلانی,ADJ,OTH
,اگدہداراں,NOUN,OTH
,ءُ,CCONJ,OTH
,جاہگیراں,NOUN,OTH
,گندءُ نند,NOUN,OTH
,ءِ,ADP,OTH
,ڈلءَ,ADP,OTH
,سعودی عرب,PROPN,GPE
,،,PUNCT,OTH
,روس,PROPN,GPE
,،,PUNCT,OTH
,جاپان,PROPN,GPE
,،,PUNCT,OTH
,زرباری,ADJ,OTH
,افریقہ,PROPN,GPE
,ءُ,CCONJ,OTH
,دگہ,ADV,OTH
,ملکانی,NOUN,OTH
,نشتگیں,ADJ,OTH
,پاکستانی,ADJ,OTH
,کمیونٹی,NOUN,OTH
,ءِ,ADP,OTH
,اگداراں,NOUN,OTH
,ءُ,CCONJ,OTH
,جاہگیر,NOUN,OTH
,ھوار,ADJ,OTH
,انت,AUX,OTH
,اتنت,AUX,OTH
,.,PUNCT,OTH
Sentence: 238,چیئرمین,NOUN,OTH
,سینیٹ,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,حکومت,NOUN,OTH
,پاکستان,PROPN,GPE
,ءُ,CCONJ,OTH
,پارلیمان,NOUN,OTH
,دری,ADJ,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,نشتگیں,ADJ,OTH
,لائق,ADJ,OTH
,توسیف,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 239,چیئرمین,NOUN,OTH
,سینیٹ,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,حکومت,NOUN,OTH
,پاکستان,PROPN,GPE
,ءُ,CCONJ,OTH
,پارلیمان,NOUN,OTH
,ءَ,ADP,OTH
,دری,ADJ,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,نشتگیں,ADJ,OTH
,پاکستانیانی,ADJ,OTH
,حق,NOUN,OTH
,ءِ,ADP,OTH
,رکینگ,VERB,OTH
,ءُ,CCONJ,OTH
,آسراتی,NOUN,OTH
,پجارینگ,VERB,OTH
,ءِ,ADP,OTH
,کوشت,NOUN,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 240,چیئرمین,NOUN,OTH
,سینیٹ,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,باپاری,ADJ,OTH
,و,CCONJ,OTH
,اقتصادی,ADJ,OTH
,سرءُ پراں,NOUN,OTH
,تیزی,ADV,OTH
,آرگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,دری,ADJ,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,نشتگیں,ADJ,OTH
,پاکستانی,ADJ,OTH
,کمیونٹی,NOUN,OTH
,ءَ,ADP,OTH
,جوانیں,ADJ,OTH
,کرد,NOUN,OTH
,پیلو,ADV,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 241,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,نیپرا,PROPN,ORG
,ءَ,ADP,OTH
,نومبر,PROPN,DATE
,ءِ,ADP,OTH
,فیول پرائس ایڈجسمنٹ,NOUN,OTH
,ءِ,ADP,OTH
,درخواست,NOUN,OTH
,سرجم,ADJ,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 242,یک,NUM,CARDINAL
,یونٹ,NOUN,OTH
,بجلی,NOUN,OTH
,چار,NUM,CARDINAL
,کلدار,NOUN,OTH
,33پیسہ,NUM,CARDINAL
,تاں,ADP,OTH
,گران,ADJ,OTH
,بوت,AUX,OTH
,کنت,VERB,OTH
,.,PUNCT,OTH
Sentence: 243,جوانیں,ADJ,OTH
,فیصلہ,NOUN,OTH
,دیم,NOUN,OTH
,ءَ,ADP,OTH
,کیت,VERB,OTH
,.,PUNCT,OTH
Sentence: 244,وھدیکہ,CCONJ,OTH
,چیئرمین,NOUN,OTH
,نیپرا,PROPN,ORG
,ءَ,ADP,OTH
,توصیف ایچ فاروق,PROPN,PER
,ہم,PART,OTH
,وتی,PRON,OTH
,بل چاران,NOUN,OTH
,ءَ,ADP,OTH
,حیران,ADJ,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 245,سینٹرل پاور چیزنگ ایجنسی,PROPN,ORG
,ءَ,ADP,OTH
,نومبر,PROPN,DATE
,ءِ,ADP,OTH
,فیول پرائس ایڈجسمنٹ,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,یک,NUM,OTH
,یونٹ,NOUN,OTH
,بجلی,NOUN,OTH
,چار,NUM,CARDINAL
,کلدار,NOUN,OTH
,33پیسہ,NUM,CARDINAL
,گران,ADJ,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,درخواست,NOUN,OTH
,کرتگ,VERB,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 246,چیئرمین,NOUN,OTH
,نیپرا,PROPN,ORG
,ءِ,ADP,OTH
,سروکی,ADV,OTH
,ءَ,ADP,OTH
,اتھارٹی,NOUN,OTH
,درخواست,NOUN,OTH
,ءِ,ADP,OTH
,گوشدارگ,VERB,OTH
,ءِ,ADP,OTH
,اتھارٹی,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,فیول,NOUN,OTH
,گران,ADJ,OTH
,بوھگ,VERB,OTH
,ءِ,ADP,OTH
,سبب,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,بجلی,NOUN,OTH
,پیداوار,NOUN,OTH
,گران,ADJ,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 247,اتھارٹی,NOUN,OTH
,ءَ,ADP,OTH
,شش,NUM,CARDINAL
,ارب,NUM,CARDINAL
,کلدار,NOUN,OTH
,یک,NUM,CARDINAL
,پیسرگیں,ADJ,OTH
,ایڈجسٹمنٹ,NOUN,OTH
,ءَ,ADP,OTH
,سوال,NOUN,OTH
,چست,NOUN,OTH
,ءُ,CCONJ,OTH
,کرتگءُ,VERB,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,اے,DET,OTH
,گیشی,NOUN,OTH
,سہ,NUM,CARDINAL
,کلدار,NOUN,OTH
,58پیسہ,NUM,CARDINAL
,بوھگ,VERB,OTH
,لوٹیت,AUX,OTH
,تاں,ADP,OTH
,ما,PRON,OTH
,سینٹرل,ADJ,OTH
,پاور,NOUN,OTH
,ءَ,ADP,OTH
,چیزنگ,ADJ,OTH
,ایجنسی,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,آئی,PRON,OTH
,ءِ,ADP,OTH
,گورءَ,ADP,OTH
,اے,DET,OTH
,شش,NUM,CARDINAL
,کلدار,NOUN,OTH
,ءِ,ADP,OTH
,ثبوتاس,X,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 248,ایشی,PRON,OTH
,ءَ,ADP,OTH
,چیئرمین,NOUN,OTH
,نیپرا,PROPN,ORG
,ءَ,ADP,OTH
,غشتگ,VERB,OTH
,کہ,CCONJ,OTH
,اتھارٹی,NOUN,OTH
,سینٹرل پاور چیزنگ ایجنسی,PROPN,ORG
,ءِ,ADP,OTH
,سرجم,ADJ,OTH
,ءَ,ADP,OTH
,زورگ,VERB,OTH
,ءِ,ADP,OTH
,پد,ADV,OTH
,سہ,NUM,CARDINAL
,چار,NUM,CARDINAL
,روچ,NOUN,OTH
,ءَ,ADP,OTH
,فیصلہ,NOUN,OTH
,کنت,VERB,OTH
,.,PUNCT,OTH
Sentence: 249,اے,DET,OTH
,گیشی,NOUN,OTH
,ءِ,ADP,OTH
,سہ,NUM,CARDINAL
,کلدار,NOUN,OTH
,58پیسہ,NUM,CARDINAL
,تاں,ADP,OTH
,چار,NUM,CARDINAL
,کلدار,NOUN,OTH
,33پیسہ,NUM,CARDINAL
,یک,NUM,CARDINAL
,یونٹ,NOUN,OTH
,بوت,AUX,OTH
,کنت,VERB,OTH
,،,PUNCT,OTH
,پدر,NOUN,OTH
,بہ,ADV,OTH
,بیت,AUX,OTH
,کہ,CCONJ,OTH
,اے,DET,OTH
,گیشی,NOUN,OTH
,ءِ,ADP,OTH
,کے الیکٹرک,PROPN,ORG
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,نہ,ADV,OTH
,بیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 250,﻿وھدیکہ,CCONJ,OTH
,چیئرمین,NOUN,OTH
,نیپرا,PROPN,ORG
,ءَ,ADP,OTH
,توصیف ایچ فاروق,PROPN,PER
,ہم,PART,OTH
,وتی,PRON,OTH
,بل چاران,NOUN,OTH
,ءَ,ADP,OTH
,حیران,ADJ,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 251,سینٹرل پاور چیزنگ ایجنسی,PROPN,ORG
,ءَ,ADP,OTH
,نومبر,PROPN,DATE
,ءِ,ADP,OTH
,فیول پرائس ایڈجسمنٹ,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,یک,NUM,OTH
,یونٹ,NOUN,OTH
,بجلی,NOUN,OTH
,چار,NUM,CARDINAL
,کلدار,NOUN,MONEY
,33پیسہ,NUM,MONEY
,گران,ADJ,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,درخواست,NOUN,OTH
,کرتگ,VERB,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 252,چیئرمین,NOUN,OTH
,نیپرا,PROPN,ORG
,ءِ,ADP,OTH
,سروکی,ADV,OTH
,ءَ,ADP,OTH
,اتھارٹی,NOUN,OTH
,درخواست,NOUN,OTH
,ءِ,ADP,OTH
,گوشدارگ,VERB,OTH
,ءِ,ADP,OTH
,اتھارٹی,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,فیول,NOUN,OTH
,گران,ADJ,OTH
,بوھگ,VERB,OTH
,ءِ,ADP,OTH
,سبب,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,بجلی,NOUN,OTH
,پیداوار,NOUN,OTH
,گران,ADJ,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 253,اتھارٹی,NOUN,OTH
,ءَ,ADP,OTH
,شش,NUM,CARDINAL
,ارب,NUM,CARDINAL
,کلدار,NOUN,MONEY
,یک,NUM,CARDINAL
,پیسرگیں,ADJ,OTH
,ایڈجسٹمنٹ,NOUN,OTH
,ءَ,ADP,OTH
,سوال,NOUN,OTH
,چست,NOUN,OTH
,ءُ,CCONJ,OTH
,کرتگءُ,VERB,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,اے,DET,OTH
,گیشی,NOUN,OTH
,سہ,NUM,OTH
,کلدار,NOUN,MONEY
,58پیسہ,NUM,MONEY
,بوھگ,VERB,OTH
,لوٹیت,AUX,OTH
,تاں,ADP,OTH
,ما,PRON,OTH
,سینٹرل,ADJ,OTH
,پاور,NOUN,OTH
,ءَ,ADP,OTH
,چیزنگ,ADJ,OTH
,ایجنسی,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,آئی,PRON,OTH
,ءِ,ADP,OTH
,گورءَ,ADP,OTH
,اے,DET,OTH
